drugName	cui	tty
Diazolone	drugBank00359	Brand_Names
Amitriptyline Hydrochloride	drugBank00321	Synonyms
Ledopur	drugBank00437	Brand_Names
Fenitoina [INN-Spanish]	drugBank00252	Synonyms
2-Amino-8-Methylquinazolin-4(3h)-One	drugBank01825	Generic_Name
EDTA	drugBank00974	Synonyms
Roxadyl	drugBank00817	Brand_Names
Barbophen	drugBank01174	Brand_Names
Apo-Dipyridamole Fc	drugBank00975	Brand_Names
Sumamed	drugBank00207	Brand_Names
HSDB 531	drugBank00898	Synonyms
Betachron	drugBank00571	Brand_Names
Phthoruracil	drugBank00544	Brand_Names
Salicylic acid soap	drugBank00936	Brand_Names
Caffeine, Anhydrous	drugBank00201	Synonyms
Dimelin	drugBank00414	Brand_Names
5-Nitroks	drugBank01422	Synonyms
ABT-378	drugBank01601	Synonyms
Blocadren	drugBank00373	Brand_Names
Sulfidin	drugBank00891	Brand_Names
Cloropiril	drugBank01114	Brand_Names
Oktedrin	drugBank00182	Brand_Names
Metahydrin	drugBank01021	Brand_Names
Pyrophosphate 2-	drugBank02212	Generic_Name
N-Acetyl Serotonin	drugBank04275	Generic_Name
Plidan	drugBank00829	Brand_Names
Potassium Channel Blockers	drugBank00204	Drug_Category
Omeprol	drugBank00338	Brand_Names
Xitix	drugBank00126	Brand_Names
Alpiny	drugBank00316	Brand_Names
Oxyurea	drugBank01005	Brand_Names
Duretter	drugBank00424	Brand_Names
elimite	drugBank04930	RxList_Link
Calcium chloride pellets	drugBank01164	Synonyms
Medroprogesterone Acetate	drugBank00603	Synonyms
Eryderm	drugBank00199	Brand_Names
Verospirone Opianin	drugBank00421	Brand_Names
Lucentis	drugBank01270	Brand_Names
eprosartan	drugBank00876	RxList_Link
Antidiuretics	drugBank00067	Drug_Category
Profamina	drugBank00182	Brand_Names
Vertisal	drugBank00916	Brand_Names
Ciclovulan	drugBank00717	Brand_Names
Carbatrol	drugBank00564	Brand_Names
Urovist Cysto Pediatric	drugBank00271	Brand_Names
Thioridazine Hcl	drugBank00679	Synonyms
Willbutamide	drugBank01124	Brand_Names
fexofen	drugBank00950	RxList_Link
Demethylchlortetracyclin	drugBank00618	Brand_Names
Plendil ER	drugBank01023	Brand_Names
Uracilmostaza	drugBank00791	Brand_Names
Ribipca	drugBank00140	Brand_Names
Mitamycin	drugBank00305	Synonyms
Alrheumun	drugBank01009	Brand_Names
Octamethylenediamine	drugBank04333	Generic_Name
Antibiotique	drugBank00452	Brand_Names
Sphinxolide B	drugBank04783	Generic_Name
Corpax	drugBank04825	Brand_Names
Edrophone Chloride	drugBank01010	Synonyms
Methyllysergic acid butanolamide	drugBank00247	Synonyms
Elixomin	drugBank00277	Brand_Names
Trimethopriom	drugBank00440	Brand_Names
Forscarnet sodium	drugBank00529	Synonyms
Vogan-Neu	drugBank00162	Brand_Names
Itraconazolum [Latin]	drugBank01167	Synonyms
Amikar	drugBank00513	Brand_Names
Miotics	drugBank00411	Drug_Category
dichlorphen	drugBank01144	RxList_Link
Oraprim	drugBank00440	Brand_Names
Adenosine Diphosphate 5-(Beta-Ethyl)-4-Methyl-Thiazole-2-Carboxylic Acid	drugBank04362	Generic_Name
Dimethyltryptamine	drugBank01488	Generic_Name
Uro Tarivid	drugBank01165	Brand_Names
Selsun Blue Extra Conditioning Formula	drugBank00971	Brand_Names
Mifeprex	drugBank00834	Brand_Names
Trovafloxacin mesylate	drugBank00685	Synonyms
Lisinopril Dihydrate	drugBank00722	Brand_Names
Enalaprila [INN-Spanish]	drugBank00584	Synonyms
Methylcyclothiazide	drugBank00232	Synonyms
Alcovit A	drugBank00162	Brand_Names
Evronal Sodium	drugBank00418	Brand_Names
Trimeth/Sulfa	drugBank00440	Brand_Names
Aethylcarbamat [german]	drugBank04827	Synonyms
Doxorubicinum [INN-Latin]	drugBank00997	Synonyms
Fungibacid	drugBank01007	Brand_Names
Uvesterol-D	drugBank00153	Brand_Names
Dihydroxypropyl Theopylin	drugBank00651	Synonyms
Texapon V HC	drugBank00815	Brand_Names
Acide Mefenamique	drugBank00784	Synonyms
Nautazine	drugBank01176	Brand_Names
4-Hydroxy-3-Methyl Butyl Diphosphate	drugBank01799	Generic_Name
leucovorin	drugBank00650	RxList_Link
felodipine	drugBank01023	Synonyms
Persantinat	drugBank00636	Brand_Names
Tradelia	drugBank00783	Brand_Names
Paverolan	drugBank01113	Brand_Names
FR236913	drugBank02830	Generic_Name
Dezopimon	drugBank01556	Brand_Names
Nicene forte	drugBank01422	Brand_Names
Dolobasan	drugBank00586	Brand_Names
Ge2270a	drugBank02975	Generic_Name
Mepral	drugBank00338	Brand_Names
Neodrol	drugBank02901	Brand_Names
Trihexyphenidyle [INN-French]	drugBank00376	Synonyms
Emdisterone	drugBank00858	Brand_Names
Dyclone	drugBank00645	Brand_Names
Idoxuridin	drugBank00249	Synonyms
Presone	drugBank00635	Brand_Names
Flumazepil	drugBank01205	Brand_Names
Fluress	drugBank00892	Brand_Names
Cysteamide	drugBank00847	Synonyms
Prometrium	drugBank00396	Brand_Names
Erythromycin estolate	drugBank00199	Synonyms
Vitamin B6	drugBank00114	Synonyms
Etodolac [Usan:Ban:Inn]	drugBank00749	Brand_Names
Restinil	drugBank00371	Brand_Names
4-Carbamoyl-4-{[6-(Difluoro-Phosphono-Methyl)-Naphthalene-2-Carbonyl]-Amino}-Butyric Acid	drugBank03714	Generic_Name
Ciclacilline [INN-French]	drugBank01000	Synonyms
Flexin Continus	drugBank00328	Brand_Names
ampicillin	drugBank00415	RxList_Link
Equiproxen	drugBank00788	Brand_Names
Diltia	drugBank00343	Brand_Names
Dicandiol	drugBank00371	Brand_Names
Trichlormethiazid	drugBank01021	Brand_Names
Thibenzole 200	drugBank00730	Brand_Names
Acide etidronique [INN-French]	drugBank01077	Synonyms
Beta-D-Glucose-6-Phosphate	drugBank04122	Generic_Name
1,8-Dihydroxyanthrachinon [Czech]	drugBank04816	Synonyms
U-Pi-a-Pi	drugBank03186	Generic_Name
Benzylpenicillin G	drugBank01053	Brand_Names
Blocan	drugBank00462	Brand_Names
Tamoxifen Citrate	drugBank00675	Synonyms
galsulfase	drugBank01279	Synonyms
Niagara P.A. Dust	drugBank00184	Brand_Names
Neo-Oestranol I	drugBank00255	Brand_Names
L-Alpha-Glycerophosphorylserine	drugBank02497	Generic_Name
N-Methyl-alpha-phenolsuccinimide	drugBank00832	Brand_Names
Kop-Thionkypfosmalacide	drugBank00772	Brand_Names
Benylin DM for Children	drugBank00514	Brand_Names
Laroxyl	drugBank00321	Brand_Names
Hismanal	drugBank00637	Brand_Names
Deapasil	drugBank00233	Brand_Names
Minipress	drugBank00457	Brand_Names
1,3-Dihydro-3,3-bis(4-hydroxyphenyl)-2H-indol-2-one	drugBank04823	Synonyms
Actos	drugBank01132	Brand_Names
Aldoril D50	drugBank00968	Brand_Names
Metilprednisolone [Dcit]	drugBank00959	Synonyms
(S)-2-((S)-3-ISOBUTYL-2,5-DIOXO-4-QUINOLIN-3-YLMETHYL-[1,4]DIAZEPAN-1YL)-N-METHYL-3-NAPHTALEN-2-YL-PROPIONAMIDE	drugBank04724	Generic_Name
Crystar	drugBank00945	Brand_Names
Physeptone	drugBank00333	Brand_Names
Cinacalcet	drugBank01012	Generic_Name
Elics	drugBank01025	Brand_Names
Theobromine ME	drugBank00201	Synonyms
Compound 12, N-Acetyl-4-[(Carboxycarbonyl)(2-Carboxyphenyl)Amino]-N-Pentyl-1-Napthylalaniamide	drugBank01820	Generic_Name
Monocord 50 Sr	drugBank01020	Brand_Names
Metaxalonum [Latin]	drugBank00660	Synonyms
Etoposide	drugBank00773	Generic_Name
Stediril	drugBank00506	Brand_Names
Nicotinamide Adenine Dinucleotide Acetone Adduct	drugBank02732	Generic_Name
Paranten	drugBank00829	Brand_Names
Turpinal SL	drugBank01077	Brand_Names
Progestasert	drugBank00396	Brand_Names
HEDP	drugBank01077	Synonyms
Lipoate	drugBank00166	Synonyms
Diphenylmethanone	drugBank01878	Synonyms
Percutacrine	drugBank00396	Brand_Names
aripiprazole	drugBank01238	Synonyms
Nifipen	drugBank01115	Brand_Names
Dyflos	drugBank00677	Brand_Names
Propulsid Quicksolv	drugBank00604	Brand_Names
USAF EK-1597	drugBank00898	Synonyms
Tigan	drugBank00662	Brand_Names
Primoline	drugBank00794	Brand_Names
Nularef	drugBank00455	Brand_Names
Vomex A	drugBank00985	Brand_Names
Principen '125'	drugBank00415	Brand_Names
Isozide	drugBank00951	Brand_Names
Tricom	drugBank00916	Brand_Names
Vesparaz-Wirkstoff	drugBank00557	Brand_Names
Neodorm	drugBank00312	Brand_Names
Farnormin	drugBank00335	Brand_Names
Lutren	drugBank00396	Brand_Names
Femidyn	drugBank00655	Brand_Names
Anisene	drugBank00269	Brand_Names
Novarel	drugBank00097	Brand_Names
[8,9-DIHYDROXY-3-(4-CARBOXY-HYDROXY-HYDROXYMETHYL-AMINO-BUTYL)-2,4-DIOXO-6-OXA-1,3-DIAZA-SPIRO[4.4]NON-7-YLMETHYL] PHOSPHATE	drugBank02666	Brand_Names
Absolute Ethanol	drugBank00898	Synonyms
DBI Monohydrochloride	drugBank00914	Brand_Names
Nembutal Sodium	drugBank00312	Brand_Names
Neophedan	drugBank01121	Brand_Names
Levomethorphane [INN-French]	drugBank00514	Synonyms
5-ASA	drugBank00244	Synonyms
3-Mercuri-4-Aminobenzenesulfonamide	drugBank04203	Generic_Name
inomax	drugBank00435	RxList_Link
3-METHOXY-METHYLENEDIOXYAMPHETAMINE	drugBank01442	Synonyms
Brevital sodium	drugBank00474	Brand_Names
Fenoxypen	drugBank00417	Brand_Names
Free Penicillin Ii	drugBank01053	Brand_Names
Foxy	drugBank01441	Synonyms
Mesaton	drugBank00388	Brand_Names
Entericin	drugBank00945	Brand_Names
Neurosyn	drugBank00794	Brand_Names
Triprolidine HCL	drugBank00427	Brand_Names
dl-1-Phenyl-2-aminopropane	drugBank00182	Synonyms
Artevil	drugBank00636	Brand_Names
Antibiotics, Antitubercular	drugBank00260	Drug_Category
(S)-a-Amino-b-indolepropionic acid	drugBank00150	Synonyms
Phosphorylated Dihydropteroate	drugBank03830	Generic_Name
Chlorochin	drugBank00608	Brand_Names
Betazole	drugBank00272	Generic_Name
Istubol	drugBank00675	Brand_Names
Oflocin	drugBank01165	Brand_Names
aliskiren	drugBank01258	Synonyms
Demeso	drugBank01093	Brand_Names
Alprazolam	drugBank00404	Generic_Name
3-(7-Hydroxy-8-Ribityllumazine-6-Yl) Propionic Acid	drugBank04262	Generic_Name
Prometazin	drugBank01069	Brand_Names
Repromap	drugBank00603	Brand_Names
Lepinal	drugBank01174	Brand_Names
Lutocylol	drugBank00396	Brand_Names
Procarbazinum [INN-Latin]	drugBank01168	Synonyms
4-[(4-METHYL-1-PIPERAZINYL)METHYL]-N-[3-[[4-(3-PYRIDINYL)-2-PYRIMIDINYL]AMINO]PHENYL]-BENZAMIDE	drugBank04739	Generic_Name
Chlorethazine	drugBank00888	Synonyms
Lauryl sulfate, sodium salt	drugBank00815	Synonyms
Cefaseptin	drugBank00567	Brand_Names
Deflamon	drugBank00916	Brand_Names
Pergolidum [INN-Latin]	drugBank01186	Synonyms
Nomifenison	drugBank04821	Brand_Names
Rythmodan-La	drugBank00280	Brand_Names
Interferon beta precursor	drugBank00060	Synonyms
Nicolen	drugBank00614	Brand_Names
estaz	drugBank01215	RxList_Link
Darvon-N	drugBank00647	Brand_Names
Emery's L-110	drugBank00548	Brand_Names
Avandia	drugBank00412	Brand_Names
Garamycin Otic Solution	drugBank00798	Brand_Names
1-Anilino-8-Naphthalene Sulfonate	drugBank04474	Generic_Name
Rilansyl	drugBank01178	Brand_Names
ovidrel	drugBank00097	RxList_Link
Histidinol	drugBank03811	Generic_Name
S-{2-[Amino(Dihydroxy)-Lambda~4~-Sulfanyl]Ethyl}-D-Cysteine	drugBank02689	Generic_Name
Psoralen-Mop	drugBank00553	Brand_Names
N-acetyl-d-methionine	drugBank01646	Brand_Names
Cis Pt II	drugBank00515	Brand_Names
Trikozol	drugBank00916	Brand_Names
N-Hydroxyacetamide	drugBank00551	Synonyms
Sanatison	drugBank00741	Brand_Names
Odemex	drugBank00695	Brand_Names
Nor-Qd	drugBank00717	Brand_Names
Zitrotek	drugBank00207	Brand_Names
Hydrocortisonum [INN-Latin]	drugBank00741	Synonyms
Apl-Luster	drugBank00730	Brand_Names
Kay Ciel	drugBank00761	Brand_Names
Cetyl-Trimethyl-Ammonium	drugBank01718	Generic_Name
L-(+)-Cysteine	drugBank00151	Synonyms
Gantrisona	drugBank00263	Brand_Names
O-Succinylbenzoate	drugBank02251	Generic_Name
Endophleban	drugBank00320	Brand_Names
Propanediolic Acid	drugBank02175	Synonyms
Faslodex	drugBank00947	Brand_Names
Metaprel	drugBank00816	Brand_Names
Depo-Prodasone	drugBank00603	Brand_Names
Remoxiprida [INN-Spanish]	drugBank00409	Synonyms
M,N-Dimethylthiocarbanilic acid O-2-naphthyl ester	drugBank00525	Brand_Names
Aflukin	drugBank00468	Brand_Names
sparfloxacin	drugBank01208	RxList_Link
D-Glucose in Linear Form	drugBank01914	Generic_Name
Flurbiprofeno [INN-Spanish]	drugBank00712	Synonyms
Novoserin	drugBank00260	Brand_Names
Flucloxacillinum [INN-Latin]	drugBank00301	Synonyms
Hygroton	drugBank00310	Brand_Names
Coducept	drugBank00318	Brand_Names
Sipex SD	drugBank00815	Brand_Names
1-Pentadecanecarboxylic acid	drugBank03796	Synonyms
Diaminodiphenyl Sulfone	drugBank00250	Synonyms
Optalgin	drugBank04817	Brand_Names
Butapirone	drugBank03585	Brand_Names
Endomixin	drugBank00994	Brand_Names
Triaminic Infant Oral Decongestant Drops	drugBank00852	Brand_Names
Clodronate	drugBank00720	Generic_Name
beta-Escin	drugBank01089	Brand_Names
AscoTop	drugBank00315	Brand_Names
5-Allyl-5-sec-butylbarbituric acid	drugBank00306	Synonyms
Activase	drugBank00009	Brand_Names
Nubeta	drugBank04861	Brand_Names
s
Finasteridum [INN-Latin]	drugBank01216	Synonyms
Amiglyde-V	drugBank00479	Brand_Names
Orotidine-5'-Monophosphate	drugBank02957	Generic_Name
Novogent N	drugBank01050	Brand_Names
Lipidil	drugBank01039	Brand_Names
Stemetil	drugBank00433	Brand_Names
Metanephrin	drugBank00668	Brand_Names
Cee-Vite	drugBank00126	Brand_Names
Cozymase I, reduced	drugBank00157	Synonyms
Phtoruracil	drugBank00544	Brand_Names
Ateni	drugBank00335	Brand_Names
1,8-Octanediamine	drugBank04333	Synonyms
Persantin	drugBank00975	Brand_Names
Citosarin	drugBank01000	Brand_Names
LFA703	drugBank03932	Generic_Name
Sulfinylbis-methane	drugBank01093	Synonyms
Mechotane	drugBank01019	Brand_Names
L-Iso-Aspartate	drugBank03089	Generic_Name
Euspiran	drugBank01064	Brand_Names
Codibarbita	drugBank01174	Brand_Names
Posurdex	drugBank01234	Brand_Names
Bactocin	drugBank01165	Brand_Names
C-(1-Phenyl-cyclopentyl)-methylamine	drugBank04577	Synonyms
Liprimar	drugBank01076	Brand_Names
Atrosulf	drugBank00572	Brand_Names
Methylhydroxamic acid	drugBank00551	Synonyms
N-{3-[5-(6-Amino-Purin-9-Yl)-3,4-Dihydroxy-Tetrahydro-Furan-2-Yl]-Allyl}-2,3-Dihydroxy-5-Nitro-Benzamide	drugBank03907	Generic_Name
Dermabet	drugBank00443	Brand_Names
Lyogen	drugBank00592	Brand_Names
Carbamazepine	drugBank00564	Generic_Name
Vicard	drugBank01162	Brand_Names
Wigraine	drugBank00201	Brand_Names
irinotecan	drugBank00762	Synonyms
Cefablan	drugBank00567	Brand_Names
Apacil	drugBank00233	Brand_Names
HESPERIDIN	drugBank04703	Generic_Name
Carphenazine	drugBank01038	Generic_Name
Piloptic-3	drugBank01085	Brand_Names
Lederpam	drugBank00842	Brand_Names
Oby-Trim	drugBank00191	Brand_Names
Inacid	drugBank00328	Brand_Names
Epamin	drugBank00252	Brand_Names
Anexate	drugBank01205	Brand_Names
Protopic	drugBank00864	Brand_Names
Banophen	drugBank01075	Brand_Names
Stopit	drugBank01164	Brand_Names
L-Phenylalanine	drugBank00120	Generic_Name
irbesart	drugBank01029	RxList_Link
Al-6629, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Methoxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	drugBank03598	Generic_Name
Adenosine-5'-Propylphosphate	drugBank03230	Generic_Name
verapsr	drugBank00661	RxList_Link
Low Molecular Weight Heparin	drugBank01225	Synonyms
Tardan	drugBank01239	Brand_Names
Zopiclone	drugBank01198	Generic_Name
Benzoylethylecgonine	drugBank00907	Synonyms
Gerovital	drugBank00721	Brand_Names
sotradecol	drugBank00464	RxList_Link
Ronin	drugBank00891	Brand_Names
Uni-Dur	drugBank00277	Brand_Names
Ascorin	drugBank00126	Brand_Names
apap	drugBank00316	RxList_Link
Texapon K 1298	drugBank00815	Brand_Names
Acrosoxacin	drugBank00817	Synonyms
drotrecogin alfa	drugBank00055	Synonyms
Diovan HCT	drugBank00177	Brand_Names
Tripellenamine	drugBank00792	Brand_Names
Tolnaftate	drugBank00525	Brand_Names
Redeptin	drugBank04842	Brand_Names
3,4-Dimethylaniline	drugBank03018	Generic_Name
D-aldosterone	drugBank04630	Synonyms
Aldosterona [inn-spanish]	drugBank04630	Synonyms
Calmocitene	drugBank00829	Brand_Names
Modalina	drugBank00831	Brand_Names
Cloresidina [DCIT]	drugBank00878	Synonyms
N5-Methylglutamine	drugBank03473	Generic_Name
Comestrol estrobene	drugBank00255	Brand_Names
Britacil	drugBank00415	Brand_Names
Flupollon	drugBank00591	Brand_Names
2,4-Diamino-6-Phenyl-5,6,7,8,-Tetrahydropteridine	drugBank02911	Generic_Name
Resveratrol	drugBank02709	Generic_Name
Halsan	drugBank01159	Brand_Names
Flucytosine	drugBank01099	Generic_Name
busulfan	drugBank01008	RxList_Link
N-ethyl-N-[3-(propylamino)propyl]propane-1,3-diamine	drugBank04633	Generic_Name
Alpha-D- galactoside galactohydrolase	drugBank00103	Synonyms
2-(4-Chlorophenyl)-5-Quinoxalinecarboxamide	drugBank03509	Generic_Name
Zaroxolyn	drugBank00524	Brand_Names
Benzkurin	drugBank00483	Synonyms
Zenapax	drugBank00111	Brand_Names
BETA-METHYLLACTOSIDE	drugBank04681	Generic_Name
C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide	drugBank03286	Generic_Name
Extraneal	drugBank00702	Brand_Names
delta-hydroxyvaleric acid	drugBank04781	Synonyms
Zebularine	drugBank03068	Generic_Name
Athyromazole	drugBank00389	Synonyms
Benuron	drugBank00436	Brand_Names
Iodochlorhydroxyquinoline	drugBank04815	Synonyms
Menthol	drugBank00825	Generic_Name
Eurax Lotion	drugBank00265	Brand_Names
Threonine-Aspartic Ester	drugBank01817	Generic_Name
Beclovent	drugBank00394	Brand_Names
Cardaxen	drugBank00335	Brand_Names
Benzoic Acid	drugBank03793	Generic_Name
Carbamide phenylacetate	drugBank01121	Synonyms
Reduton	drugBank00874	Brand_Names
Carbocain	drugBank00961	Brand_Names
Flogitolo	drugBank03585	Brand_Names
Trimox	drugBank01060	Brand_Names
Ro-Antoin	drugBank00698	Brand_Names
Oxytocics	drugBank00067	Drug_Category
Dinul	drugBank00927	Brand_Names
Ocusert Pilo	drugBank01085	Brand_Names
Spectam	drugBank00919	Brand_Names
Mesoheme	drugBank02577	Generic_Name
Choline chloride, carbamoyl-	drugBank00411	Brand_Names
TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE	drugBank04697	Generic_Name
(6,7-Dihydro-5h-Cyclopenta[D]Imidazo[2,1-B]Thiazol-2-Yl]-4,7-Dihydro[1,4]Thiazepine-3,6-Dicarboxylic Acid	drugBank03970	Generic_Name
Meronidal	drugBank00916	Brand_Names
Alora	drugBank00783	Brand_Names
Lithostat	drugBank00551	Brand_Names
Cevimin	drugBank00126	Brand_Names
Codelcortone	drugBank00860	Brand_Names
Ma huang	drugBank01363	Synonyms
Sandostene	drugBank04826	Brand_Names
reteplase	drugBank00015	RxList_Link
Analogue of Pterin Substrate	drugBank04610	Synonyms
Cocain	drugBank00907	Synonyms
Phemetone	drugBank00849	Brand_Names
Prevacare R	drugBank00878	Brand_Names
3-Nitro-4-(2-Oxo-Pyrrolidin-1-Yl)-Benzenesulfonamide	drugBank04394	Generic_Name
Ciprofloxacin	drugBank00537	Generic_Name
Sibelium	drugBank04841	Brand_Names
Bonbrrin	drugBank01041	Brand_Names
Azelastine	drugBank00972	Generic_Name
Maloprim	drugBank00205	Brand_Names
Capreomycin sulfate	drugBank00314	Synonyms
Betramin	drugBank01075	Brand_Names
Sanepil	drugBank00252	Brand_Names
11beta-Hydroxycortisone	drugBank00741	Synonyms
Medrossiprogesterone [Dcit]	drugBank00603	Synonyms
1,8-Dihydroxy-9,10-anthraquinone	drugBank04816	Synonyms
Multihance Multipack	drugBank00743	Brand_Names
Halobetasol Propionate	drugBank00596	Generic_Name
Calcifediol	drugBank00146	Synonyms
Zifin	drugBank00207	Brand_Names
Montelukast	drugBank00471	Generic_Name
Dolene AP-65	drugBank00316	Brand_Names
Beta-Methyl-Aspartic Acid	drugBank04313	Synonyms
Factor S	drugBank00121	Brand_Names
Aminophylline Dye Free	drugBank01223	Synonyms
Fellozine	drugBank01069	Brand_Names
22-Oxovincaleukoblastine	drugBank00541	Synonyms
Metanfetamina [inn-spanish]	drugBank01577	Synonyms
Protriptyline	drugBank00344	Generic_Name
Levacetylmethadol	drugBank01227	Synonyms
Regonol	drugBank00545	Brand_Names
Ampi-Bol	drugBank00415	Brand_Names
St. John's Wort	drugBank01323	Generic_Name
Tiotixeno [inn-spanish]	drugBank01623	Synonyms
Doladene	drugBank00940	Brand_Names
Diumide-K	drugBank00695	Brand_Names
4-Amino-5-Hydroxymethyl-2-Methylpyrimidine	drugBank02022	Generic_Name
Flats	drugBank04829	Synonyms
Elecor	drugBank04825	Brand_Names
5-Fluorocytosin	drugBank01099	Synonyms
Fas-Cile	drugBank00371	Brand_Names
Flumazenil	drugBank01205	Generic_Name
Aciclovir	drugBank00787	Generic_Name
Ticlopidine HCL	drugBank00208	Synonyms
Polycillin	drugBank00415	Brand_Names
(s)-(+)-n,alpha,dimethylphenethylamine	drugBank01577	Synonyms
Ultracorten H	drugBank00860	Brand_Names
Longum	drugBank00664	Brand_Names
Papa-Deine	drugBank00316	Brand_Names
Laxilose	drugBank00581	Brand_Names
Paramorphan	drugBank00327	Brand_Names
Novo-Furantoin	drugBank00698	Brand_Names
Pterophene	drugBank00384	Brand_Names
alpha-Methylbenzeneethaneamine	drugBank00182	Synonyms
O-Trifluoromethylphenyl Anthranilic Acid	drugBank02179	Generic_Name
Allergina	drugBank01075	Brand_Names
Oxsoralen-Ultra	drugBank00553	Brand_Names
L-Thyroxine	drugBank00451	Synonyms
Esradin	drugBank00270	Brand_Names
N-Carbamyl-D-Valine	drugBank01847	Generic_Name
Mitidin	drugBank01595	Brand_Names
Cartagyl	drugBank00636	Brand_Names
GC-24	drugBank03788	Generic_Name
9-(4-Hydroxy-3-(Hydroxymethyl)but-1-Yl)Guanine	drugBank01730	Generic_Name
Cholic Acid	drugBank02659	Generic_Name
Fludarabine 5'-monophosphate	drugBank01073	Synonyms
Furacin Topical Solution	drugBank00336	Brand_Names
Urokinase	drugBank00013	Generic_Name
Malathon	drugBank00772	Brand_Names
Duranol	drugBank00571	Brand_Names
Thiabendole	drugBank00730	Synonyms
introna	drugBank00105	RxList_Link
Acepress	drugBank01197	Brand_Names
Visudrisone	drugBank00253	Brand_Names
N-dodecyl sulfate sodium	drugBank00815	Synonyms
3-(1,10-Phenanthrol-2-Yl)-L-Alanine	drugBank01659	Generic_Name
Chlormeroprin	drugBank00534	Brand_Names
CRA_11092	drugBank03555	Generic_Name
Reichstein's Substance M	drugBank00741	Brand_Names
Tebrazio	drugBank00339	Brand_Names
Pressonex	drugBank00610	Brand_Names
Isopto Cetamide	drugBank00634	Brand_Names
Thimethaphan	drugBank01116	Synonyms
Hydromorphone HCL	drugBank00327	Synonyms
Desoximetasone	drugBank00547	Generic_Name
Deoxyribonuclease-1 precursor	drugBank00003	Synonyms
Miltaun	drugBank00371	Brand_Names
Pidorubicine [INN-French]	drugBank00445	Brand_Names
6-Nitroindazole	drugBank03100	Generic_Name
Aethanol	drugBank00898	Brand_Names
Atrochin	drugBank00747	Brand_Names
Malloside	drugBank00367	Brand_Names
Butazolidin	drugBank00812	Brand_Names
Methylscopolamine Bromide	drugBank00462	Synonyms
Scandicain	drugBank00961	Brand_Names
Ergosterol Activated	drugBank00153	Brand_Names
Renalina	drugBank00668	Brand_Names
Pyridox	drugBank00165	Brand_Names
Andryl 200	drugBank00624	Brand_Names
Ak-Tate	drugBank00860	Brand_Names
Sulfacombin	drugBank00359	Brand_Names
Voltaren-XR	drugBank00586	Brand_Names
POB HCl	drugBank00925	Synonyms
Synthomycetin	drugBank00446	Brand_Names
Chloramfilin	drugBank00446	Brand_Names
Trancot	drugBank00371	Brand_Names
Ferrousal	drugBank01592	Brand_Names
5-methyl-1H-benzimidazole	drugBank03177	Synonyms
Fluoroquinolones	drugBank00685	Drug_Category
Monoclair	drugBank01020	Brand_Names
Medroxiprogesterona [INN-Spanish]	drugBank00603	Synonyms
Farlutin	drugBank00603	Brand_Names
Prodrugs	drugBank00426	Drug_Category
Ampicilline	drugBank00415	Synonyms
N-Omega-Propyl-L-Arginine	drugBank02644	Generic_Name
Procainamide	drugBank01035	Generic_Name
L-Fenfluramine	drugBank01191	Synonyms
Epidoxorubicin	drugBank00445	Brand_Names
L-(+)-Alanine	drugBank00160	Synonyms
N,O-Didansyl-L-Tyrosine	drugBank03157	Generic_Name
Prunetol	drugBank01645	Brand_Names
19-Nor-4-androstenedione	drugBank01448	Generic_Name
Androstanolone	drugBank02901	Synonyms
Lutopolar	drugBank00603	Brand_Names
Telidac	drugBank03585	Brand_Names
Floxacillin	drugBank00301	Synonyms
Fergon	drugBank01592	Brand_Names
Estrofem 2	drugBank00783	Brand_Names
DL-Bupivacaine	drugBank00297	Synonyms
Dexrazoxanum [INN-Latin]	drugBank00380	Synonyms
Dobutaminum [INN-Latin]	drugBank00841	Brand_Names
Desacetylvinblastine Amide Sulfate	drugBank00309	Synonyms
Ranitidin Normon	drugBank00863	Brand_Names
Nicotinsaure	drugBank00627	Brand_Names
Solifenacin	drugBank01591	Generic_Name
Butix	drugBank01071	Brand_Names
Ranitidine HCL	drugBank00863	Synonyms
Calsmin	drugBank01595	Brand_Names
Tiotixene	drugBank01623	Synonyms
Ulcimet	drugBank00501	Brand_Names
Ocu-Chlor Ophthalmic Solution	drugBank00446	Brand_Names
Stepanol ME DRY SLS	drugBank00815	Brand_Names
4-Butyl-2-(4-hydroxyphenyl)-1-phenyl-3,5-dioxopyrazolidine	drugBank03585	Synonyms
Emersol 153NF	drugBank03193	Brand_Names
Gastrion	drugBank00927	Brand_Names
Relbapiridina	drugBank00891	Brand_Names
Oxityl-P	drugBank00804	Brand_Names
N-(1,4-DIHYDRO-5H-TETRAZOL-5-YLIDENE)-9-OXO-9H-XANTHENE-2-SULFONAMIDE	drugBank04698	Generic_Name
Bronkodyl SR	drugBank00277	Brand_Names
Cyclosa	drugBank00977	Brand_Names
Febrolin	drugBank00316	Brand_Names
Qua Bid	drugBank01113	Brand_Names
Permicort	drugBank00741	Brand_Names
Botulinum Toxin Type B	drugBank00042	Generic_Name
Thiodigalactoside	drugBank04396	Generic_Name
Aphenyletten	drugBank01174	Brand_Names
Ibenzmethyzin	drugBank01168	Synonyms
